edge,cause,effect,path,intermediaries,path_length,FCI_fisherz_knn_indicator_v2,FCI_fisherz_simple_indicator_v2,FCI_fisherz_simple_v2,FCI_mv_fisherz_raw_v2,PC_fisherz_knn_indicator_v2,PC_fisherz_simple_indicator_v2,PC_fisherz_simple_v2,PC_mv_fisherz_raw_v2,agreement_score
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> lactate_max_missing --> vaso_given --> lactate_max --> heart_rate_max,FiO2_max_missing --> lactate_max_missing --> vaso_given --> lactate_max,5,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> vaso_given --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> vaso_given,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,8,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> spO2_min,5,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,8,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> vaso_given,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max,8,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,9,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> spO2_min,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given,8,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max,9,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,10,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing,5,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> spO2_min,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,8,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> blood_pressure_min_missing,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min,8,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given --> lactate_max --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given --> lactate_max,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,8,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> blood_pressure_min_missing,5,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> vaso_given --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> vaso_given,5,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> vaso_given --> lactate_max --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> vaso_given --> lactate_max,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,8,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> vaso_given,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max,8,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,9,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> spO2_min,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given,8,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max,9,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,10,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing,5,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> spO2_min,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> lactate_max --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> lactate_max,5,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> lactate_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> lactate_max --> spO2_min,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,8,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,9,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max --> spO2_min,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given,5,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> lactate_max --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> lactate_max,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> lactate_max --> spO2_min,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,7,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,8,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> FiO2_max --> spO2_min,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> vaso_given,4,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> lactate_max --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> lactate_max,5,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> lactate_max --> spO2_min --> heart_rate_max,FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> lactate_max --> spO2_min,6,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> lactate_max --> heart_rate_max,lactate_max,2,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> lactate_max --> spO2_min --> heart_rate_max,lactate_max --> spO2_min,3,0,0,0,0,1,0,0,0,1
race --> heart_rate_max,race,heart_rate_max,race --> platelet_max --> heart_rate_max,platelet_max,2,0,0,0,0,0,0,0,1,1
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max_missing --> mechvent_post24h --> hospital_expire_flag,FiO2_max_missing --> mechvent_post24h,3,1,1,0,0,1,1,0,0,4
race --> hospital_expire_flag,race,hospital_expire_flag,race --> aki_24h_onset_stage_y --> hospital_expire_flag,aki_24h_onset_stage_y,2,0,0,1,1,0,0,1,1,4
race --> hospital_expire_flag,race,hospital_expire_flag,race --> aki_24h_onset_stage_y --> mechvent_post24h --> hospital_expire_flag,aki_24h_onset_stage_y --> mechvent_post24h,3,0,0,1,1,0,0,1,1,4
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max --> spO2_min --> hospital_expire_flag,FiO2_max --> spO2_min,3,0,0,0,0,1,0,1,1,3
race --> hospital_expire_flag,race,hospital_expire_flag,race --> aki_24h_onset_stage_y --> aki_post24h_stage --> hospital_expire_flag,aki_24h_onset_stage_y --> aki_post24h_stage,3,0,0,1,1,0,0,1,0,3
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max --> spO2_min --> vaso_given --> hospital_expire_flag,FiO2_max --> spO2_min --> vaso_given,4,0,0,0,0,0,0,1,1,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max --> hospital_expire_flag,FiO2_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max,6,0,0,0,0,1,1,0,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> hospital_expire_flag,FiO2_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,5,0,0,0,0,1,1,0,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max_missing --> blood_pressure_min_missing --> heart_rate_max --> hospital_expire_flag,FiO2_max_missing --> blood_pressure_min_missing --> heart_rate_max,4,0,0,0,0,1,1,0,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max_missing --> blood_pressure_min_missing --> mechvent_post24h --> hospital_expire_flag,FiO2_max_missing --> blood_pressure_min_missing --> mechvent_post24h,4,0,0,0,0,1,1,0,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max --> hospital_expire_flag,FiO2_max_missing --> blood_pressure_min_missing --> spO2_min --> heart_rate_max,5,0,0,0,0,1,1,0,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max_missing --> blood_pressure_min_missing --> spO2_min --> hospital_expire_flag,FiO2_max_missing --> blood_pressure_min_missing --> spO2_min,4,0,0,0,0,1,1,0,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max_missing --> mechvent_24h_onset --> mechvent_post24h --> hospital_expire_flag,FiO2_max_missing --> mechvent_24h_onset --> mechvent_post24h,4,1,0,0,0,1,0,0,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> mechvent_post24h --> hospital_expire_flag,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> mechvent_post24h,6,1,0,0,0,1,0,0,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> lactate_max --> hospital_expire_flag,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> lactate_max,5,1,0,0,0,1,0,0,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> hospital_expire_flag,FiO2_max_missing --> mechvent_24h_onset --> vaso_given,4,1,0,0,0,1,0,0,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> aki_24h_onset_stage_y --> bilirubin_max --> hospital_expire_flag,aki_24h_onset_stage_y --> bilirubin_max,3,0,0,0,0,0,0,1,1,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> aki_24h_onset_stage_y --> inr_max --> bilirubin_max --> hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> bilirubin_max,4,0,0,0,0,0,0,1,1,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> aki_24h_onset_stage_y --> inr_max --> hospital_expire_flag,aki_24h_onset_stage_y --> inr_max,3,0,0,0,0,0,0,1,1,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> aki_24h_onset_stage_y --> inr_max --> spO2_min --> hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> spO2_min,4,0,0,0,0,0,0,1,1,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> aki_24h_onset_stage_y --> inr_max --> spO2_min --> vaso_given --> hospital_expire_flag,aki_24h_onset_stage_y --> inr_max --> spO2_min --> vaso_given,5,0,0,0,0,0,0,1,1,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> aki_24h_onset_stage_y --> mechvent_post24h --> aki_post24h_stage --> hospital_expire_flag,aki_24h_onset_stage_y --> mechvent_post24h --> aki_post24h_stage,4,0,0,0,1,0,0,1,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> aki_24h_onset_stage_y --> spO2_min --> hospital_expire_flag,aki_24h_onset_stage_y --> spO2_min,3,0,0,0,0,0,0,1,1,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> aki_24h_onset_stage_y --> spO2_min --> vaso_given --> hospital_expire_flag,aki_24h_onset_stage_y --> spO2_min --> vaso_given,4,0,0,0,0,0,0,1,1,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> aki_24h_onset_stage_y --> vaso_given --> hospital_expire_flag,aki_24h_onset_stage_y --> vaso_given,3,0,0,0,0,0,0,1,1,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> lactate_max --> hospital_expire_flag,lactate_max,2,1,0,0,0,1,0,0,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> mechvent_24h_onset --> aki_post24h_stage --> hospital_expire_flag,mechvent_24h_onset --> aki_post24h_stage,3,0,0,1,0,0,0,1,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> mechvent_24h_onset --> mechvent_post24h --> hospital_expire_flag,mechvent_24h_onset --> mechvent_post24h,3,0,0,1,0,0,0,1,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> platelet_max --> aki_post24h_stage --> hospital_expire_flag,platelet_max --> aki_post24h_stage,3,0,0,1,0,0,0,1,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> platelet_max --> bilirubin_max --> hospital_expire_flag,platelet_max --> bilirubin_max,3,0,0,0,0,0,0,1,1,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> platelet_max --> mechvent_post24h --> hospital_expire_flag,platelet_max --> mechvent_post24h,3,0,0,1,0,0,0,1,0,2
race --> hospital_expire_flag,race,hospital_expire_flag,race --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max --> hospital_expire_flag,FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> heart_rate_max,5,0,0,0,0,1,0,0,0,1
